Sample_ID	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-BH-A0WA-01	X	70645082	74755337	1534	0.5308
TCGA-BH-A0WA-01	X	74758819	89324229	6166	0.3186
TCGA-BH-A0WA-01	X	89326568	90031309	212	0.1943
TCGA-BH-A0WA-01	X	90039012	91798162	178	0.4023
TCGA-BH-A0WA-01	X	91798845	98498442	2561	0.4724
TCGA-BH-A0WA-01	X	98503582	129615894	14815	0.4335
TCGA-BH-A0WA-01	X	129616393	130198025	302	0.6598
TCGA-BH-A0WA-01	X	130199974	131852798	546	0.5615
TCGA-BH-A0WA-01	X	131855481	132082656	140	0.6984
TCGA-BH-A0WA-01	X	132083360	132365428	131	0.5214
TCGA-BH-A0WA-01	X	132367417	133464305	564	0.6574
TCGA-BH-A0WA-01	X	133464496	133690868	95	0.5027
TCGA-BH-A0WA-01	X	133696758	133726889	17	-0.2318
TCGA-BH-A0WA-01	X	133727626	138309912	1978	0.5505
TCGA-BH-A0WA-01	X	138313127	138356270	27	0.1779
TCGA-BH-A0WA-01	X	138358117	138951214	359	0.5528
TCGA-BH-A0WA-01	X	138953784	139605468	444	0.4332
TCGA-BH-A0WA-01	X	139606930	147272808	3600	0.5665
TCGA-BH-A0WA-01	X	147272833	151038213	2002	0.3222
TCGA-BH-A0WA-01	X	151039138	151153300	43	0.8127
TCGA-BH-A0WA-01	X	151158147	154536951	1224	0.3327
TCGA-BH-A0WA-01	X	154537896	155677414	21	0.2371
TCGA-E2-A14N-01	1	3301765	5176218	1332	0.1098
TCGA-E2-A14N-01	1	5176710	18658918	7211	-0.1239
TCGA-E2-A14N-01	1	18661353	26940169	4362	-0.0926
TCGA-E2-A14N-01	1	26946353	63003832	20682	0.1286
TCGA-E2-A14N-01	1	63005821	63006432	3	-0.9402
TCGA-E2-A14N-01	1	63007197	72853816	6295	0.1255
TCGA-E2-A14N-01	1	72863309	106841976	20144	0.0231
TCGA-E2-A14N-01	1	106842560	106842785	2	-1.0367
TCGA-E2-A14N-01	1	106842889	107258004	270	0.0212
TCGA-E2-A14N-01	1	107258185	107258705	2	-0.6801
TCGA-E2-A14N-01	1	107259337	107591538	283	0.0318
TCGA-E2-A14N-01	1	107595193	107657678	54	0.3079
TCGA-E2-A14N-01	1	107660088	112985192	3177	0.0447
TCGA-E2-A14N-01	1	112990466	113609186	362	0.2397
TCGA-E2-A14N-01	1	113614401	119984738	3977	0.0307
TCGA-E2-A14N-01	1	119984772	154086400	1962	0.1357
TCGA-E2-A14N-01	1	154088004	154880819	438	0.2798
TCGA-E2-A14N-01	1	154881541	161703277	3794	0.1402
TCGA-E2-A14N-01	1	161703892	162204959	436	0.2656
TCGA-E2-A14N-01	1	162206330	168690208	4931	0.1321
TCGA-E2-A14N-01	1	168690693	180410557	7264	0.0215
TCGA-E2-A14N-01	1	180411225	201187386	12664	0.0552
TCGA-E2-A14N-01	1	201187438	206030931	3188	0.0841
TCGA-E2-A14N-01	1	206033148	231680391	16482	0.059
TCGA-E2-A14N-01	1	231680425	232175274	324	0.0284
TCGA-E2-A14N-01	1	232176055	232177187	4	-0.4718
TCGA-E2-A14N-01	1	232179368	232371889	171	0.0215
TCGA-E2-A14N-01	1	232375579	247650984	10003	0.1587
TCGA-E2-A14N-01	2	480597	11363022	6845	0.0259
TCGA-E2-A14N-01	2	11363047	11744105	267	0.2921
TCGA-E2-A14N-01	2	11751343	18113094	4358	0.026
TCGA-E2-A14N-01	2	18113346	23746504	3772	0.1462
TCGA-E2-A14N-01	2	23748503	23923072	79	-0.0801
TCGA-E2-A14N-01	2	23923289	28709390	2253	0.1547
TCGA-E2-A14N-01	2	28709636	42795828	7812	0.0273
TCGA-E2-A14N-01	2	42795864	43657918	524	0.1095
TCGA-E2-A14N-01	2	43666726	43889867	165	-0.0068
TCGA-E2-A14N-01	2	43891050	44436013	319	0.1428
TCGA-E2-A14N-01	2	44436378	46141180	1236	0.0253
TCGA-E2-A14N-01	2	46142357	63605830	9657	0.0811
TCGA-E2-A14N-01	2	63608738	68966451	3372	0.0274
TCGA-E2-A14N-01	2	68968422	69460836	336	0.1531
TCGA-E2-A14N-01	2	69461572	79912832	5572	0.0325
TCGA-E2-A14N-01	2	79917406	79917794	5	-0.8741
TCGA-E2-A14N-01	2	79920757	85355905	3116	0.0144
TCGA-E2-A14N-01	2	85357577	88831240	1111	-0.0939
TCGA-E2-A14N-01	2	88831554	94703691	12	0.2037
TCGA-E2-A14N-01	2	94706535	103431153	4106	0.0354
TCGA-E2-A14N-01	2	103431886	105730759	1508	0.1525
TCGA-E2-A14N-01	2	105737681	116678926	5369	-0.0956
TCGA-E2-A14N-01	2	116683977	116686183	3	-0.9621
TCGA-E2-A14N-01	2	116692190	137416741	10561	-0.095
TCGA-E2-A14N-01	2	137418302	145916455	4592	0.1244
TCGA-E2-A14N-01	2	145920373	148388624	1225	0.0143
TCGA-E2-A14N-01	2	148389339	154804595	4025	0.0705
TCGA-E2-A14N-01	2	154807211	161358501	3781	0.0316
TCGA-E2-A14N-01	2	161358518	177207593	9636	0.1379
TCGA-E2-A14N-01	2	177210948	177602529	219	0.2386
TCGA-E2-A14N-01	2	177605410	178539140	555	0.139
TCGA-E2-A14N-01	2	178545563	178750225	115	-0.2699
TCGA-E2-A14N-01	2	178751943	202448915	12068	0.1352
TCGA-E2-A14N-01	2	202450169	205367520	1643	0.0172
TCGA-E2-A14N-01	2	205368061	210704957	3149	-0.1073
TCGA-E2-A14N-01	2	210704961	211799677	733	0.0161
TCGA-E2-A14N-01	2	211799979	235188724	14347	-0.1045
TCGA-E2-A14N-01	2	235189336	235570012	294	0.3356
TCGA-E2-A14N-01	2	235572946	241537572	3507	-0.0978
TCGA-E2-A14N-01	3	2170634	3358633	643	0.1361
TCGA-E2-A14N-01	3	3359383	3360544	3	-0.5801
TCGA-E2-A14N-01	3	3361449	7045315	1766	0.1359
TCGA-E2-A14N-01	3	7049651	7049814	2	-1.5019
TCGA-E2-A14N-01	3	7068407	14658676	5235	0.1511
TCGA-E2-A14N-01	3	14659795	31886535	10261	-0.0903
TCGA-E2-A14N-01	3	31892127	32268804	237	0.1646
TCGA-E2-A14N-01	3	32271069	44543177	7204	-0.0852
TCGA-E2-A14N-01	3	44545884	53522888	4107	-0.0632
TCGA-E2-A14N-01	3	53524096	91462299	21843	-0.0961
TCGA-E2-A14N-01	3	94015345	106898995	6996	0.1428
TCGA-E2-A14N-01	3	106899075	126966157	11696	-0.0989
TCGA-E2-A14N-01	3	126970154	127942904	632	0.1502
TCGA-E2-A14N-01	3	127943807	128126107	99	0.2989
TCGA-E2-A14N-01	3	128128360	131907438	1938	0.1468
TCGA-E2-A14N-01	3	131908361	131908535	2	-0.8732
TCGA-E2-A14N-01	3	131909679	145828458	7770	0.1487
TCGA-E2-A14N-01	3	145835388	145839243	2	-0.9067
TCGA-E2-A14N-01	3	145841636	145971283	86	0.1203
TCGA-E2-A14N-01	3	145972114	197812401	26704	0.2367
TCGA-E2-A14N-01	4	1059384	10349947	4895	-0.1615
TCGA-E2-A14N-01	4	10350755	14784680	3378	-0.1248
TCGA-E2-A14N-01	4	14787746	15421394	427	-0.1561
TCGA-E2-A14N-01	4	15421625	16228865	608	0.1039
TCGA-E2-A14N-01	4	16232921	17471124	919	-0.1078
TCGA-E2-A14N-01	4	17475708	37106762	12110	-0.133
TCGA-E2-A14N-01	4	37107519	51833594	6046	-0.1118
TCGA-E2-A14N-01	4	51833610	54402870	1623	0.0628
TCGA-E2-A14N-01	4	54404081	77319150	12652	0.1639
TCGA-E2-A14N-01	4	77322033	77325814	2	-0.8735
TCGA-E2-A14N-01	4	77328649	87766038	6248	0.1631
TCGA-E2-A14N-01	4	87766407	101376599	7623	-0.1235
TCGA-E2-A14N-01	4	101378018	106269390	2615	-0.0757
TCGA-E2-A14N-01	4	106272413	112617695	3653	0.1665
TCGA-E2-A14N-01	4	112618227	112907429	142	-0.1333
TCGA-E2-A14N-01	4	112907880	113749935	588	0.0331
TCGA-E2-A14N-01	4	113750687	114611186	535	-0.0981
TCGA-E2-A14N-01	4	114611232	114654823	24	-0.4348
TCGA-E2-A14N-01	4	114656964	139207293	13048	-0.1004
TCGA-E2-A14N-01	4	139208055	139999407	491	-0.1696
TCGA-E2-A14N-01	4	139999503	159970915	11304	-0.089
TCGA-E2-A14N-01	4	159971715	165458380	2982	-0.1456
TCGA-E2-A14N-01	4	165458707	187842528	11635	-0.0944
TCGA-E2-A14N-01	5	914118	5991369	3587	0.0232
TCGA-E2-A14N-01	5	5997496	20953543	8902	-0.102
TCGA-E2-A14N-01	5	20953827	34771743	7555	-0.0493
TCGA-E2-A14N-01	5	34777276	50837510	6105	-0.0957
TCGA-E2-A14N-01	5	50837542	65775618	8716	-0.2444
TCGA-E2-A14N-01	5	65777036	66175356	244	-0.0685
TCGA-E2-A14N-01	5	66176575	74287074	4127	-0.24
TCGA-E2-A14N-01	5	74287734	76666229	1444	-0.0878
TCGA-E2-A14N-01	5	76669813	76938657	137	0.0489
TCGA-E2-A14N-01	5	76938819	112368865	18528	-0.0962
TCGA-E2-A14N-01	5	112369924	134410043	13150	-0.2408
TCGA-E2-A14N-01	5	134413308	134832111	195	0.1408
TCGA-E2-A14N-01	5	134832117	135297967	294	0.049
TCGA-E2-A14N-01	5	135302015	135338271	29	0.285
TCGA-E2-A14N-01	5	135338423	139916956	2625	-0.0968
TCGA-E2-A14N-01	5	139923150	140736849	360	0.0455
TCGA-E2-A14N-01	5	140737274	153399059	8115	-0.0923
TCGA-E2-A14N-01	5	153399287	158981212	3727	-0.123
TCGA-E2-A14N-01	5	158982303	160289668	839	-0.1024
TCGA-E2-A14N-01	5	160289832	169085369	5721	0.0104
TCGA-E2-A14N-01	5	169085891	173245582	2641	0.0875
TCGA-E2-A14N-01	5	173248077	176315872	2084	0.0461
TCGA-E2-A14N-01	5	176319975	180934240	2031	0.0885
TCGA-E2-A14N-01	6	1011760	1295931	288	0.0308
TCGA-E2-A14N-01	6	1297856	7845701	4774	0.1116
TCGA-E2-A14N-01	6	7847178	10165908	1628	0.0227
TCGA-E2-A14N-01	6	10171249	10872237	296	0.3717
TCGA-E2-A14N-01	6	10874909	13720709	2228	0.0429
TCGA-E2-A14N-01	6	13722291	16359652	1701	0.082
TCGA-E2-A14N-01	6	16361739	18469588	1415	-0.2419
TCGA-E2-A14N-01	6	18474534	25771178	5056	-0.0866
TCGA-E2-A14N-01	6	25771819	25772411	2	-1.3875
TCGA-E2-A14N-01	6	25776531	61699774	16831	-0.09
TCGA-E2-A14N-01	6	61823500	125564302	35691	0.0303
TCGA-E2-A14N-01	6	125565014	129328228	2157	-0.0875
TCGA-E2-A14N-01	6	129329876	130037799	519	0.0386
TCGA-E2-A14N-01	6	130039784	170596889	24610	-0.0947
TCGA-E2-A14N-01	7	664936	3191181	932	0.1637
TCGA-E2-A14N-01	7	3192584	3193175	2	-0.8978
TCGA-E2-A14N-01	7	3195576	15347755	6381	0.1374
TCGA-E2-A14N-01	7	15348638	15635205	172	0.3023
TCGA-E2-A14N-01	7	15638706	39970454	15471	0.1425
TCGA-E2-A14N-01	7	39972504	40126237	88	-0.1119
TCGA-E2-A14N-01	7	40126327	42103678	1307	0.1618
TCGA-E2-A14N-01	7	42105907	43389375	509	0.3611
TCGA-E2-A14N-01	7	43391457	49335692	3808	0.1503
TCGA-E2-A14N-01	7	49339038	64996494	5391	0.0291
TCGA-E2-A14N-01	7	64997366	69820067	2036	-0.0118
TCGA-E2-A14N-01	7	69826581	70340426	273	-0.1284
TCGA-E2-A14N-01	7	70341037	70716777	280	-0.0129
TCGA-E2-A14N-01	7	70723350	70759757	31	-1.241
TCGA-E2-A14N-01	7	70763963	81140393	4552	-0.0176
TCGA-E2-A14N-01	7	81146151	127956693	24361	0.0298
TCGA-E2-A14N-01	7	127959258	132800311	2570	0.1117
TCGA-E2-A14N-01	7	132800650	132841590	39	-0.2094
TCGA-E2-A14N-01	7	132842315	143491230	5962	0.1011
TCGA-E2-A14N-01	7	143491644	148175060	2473	0.0704
TCGA-E2-A14N-01	7	148175413	150193327	905	0.11
TCGA-E2-A14N-01	7	150196133	153112173	1533	-0.1619
TCGA-E2-A14N-01	7	153112321	156581664	1958	0.0748
TCGA-E2-A14N-01	7	156590654	156602336	4	-0.2681
TCGA-E2-A14N-01	7	156602801	158592540	937	0.0969
TCGA-E2-A14N-01	8	667625	15975718	7881	-0.252
TCGA-E2-A14N-01	8	15977731	15977784	2	-1.3631
TCGA-E2-A14N-01	8	15978575	30946974	10363	-0.2382
TCGA-E2-A14N-01	8	30947050	37612480	3859	-0.1751
TCGA-E2-A14N-01	8	37612611	50205193	4665	0.085
TCGA-E2-A14N-01	8	50214636	51491831	758	0.1752
TCGA-E2-A14N-01	8	51498895	52522147	697	0.2425
TCGA-E2-A14N-01	8	52523150	57850330	3101	0.1828
TCGA-E2-A14N-01	8	57850434	57850495	3	-0.4733
TCGA-E2-A14N-01	8	57858719	59317134	1030	0.1755
TCGA-E2-A14N-01	8	59322615	59322719	2	-1.0254
TCGA-E2-A14N-01	8	59326335	94754407	20097	0.1805
TCGA-E2-A14N-01	8	94755923	97683803	1899	0.1304
TCGA-E2-A14N-01	8	97684175	115431736	9533	0.3269
TCGA-E2-A14N-01	8	115432023	115665599	137	0.4722
TCGA-E2-A14N-01	8	115666050	115747860	45	0.757
TCGA-E2-A14N-01	8	115749434	116829535	643	0.543
TCGA-E2-A14N-01	8	116829816	131053769	9799	0.3463
TCGA-E2-A14N-01	8	131054595	132660567	1109	0.302
TCGA-E2-A14N-01	8	132662791	135356272	2237	0.3408
TCGA-E2-A14N-01	8	135356744	139375935	2947	0.3015
TCGA-E2-A14N-01	8	139376750	141310438	959	0.3502
TCGA-E2-A14N-01	8	141311437	144182542	506	0.165
TCGA-E2-A14N-01	9	789794	7780159	4282	0.3912
TCGA-E2-A14N-01	9	7780320	8502667	546	0.4609
TCGA-E2-A14N-01	9	8502734	19579429	7113	0.3062
TCGA-E2-A14N-01	9	19580621	68470315	11704	0.1009
TCGA-E2-A14N-01	9	68470687	78021750	6702	0.1486
TCGA-E2-A14N-01	9	78022764	78525606	326	0.268
TCGA-E2-A14N-01	9	78525942	83357626	3377	0.1488
TCGA-E2-A14N-01	9	83360811	84370075	735	0.2524
TCGA-E2-A14N-01	9	84377611	95823591	7604	0.1571
TCGA-E2-A14N-01	9	95823705	100415052	2735	-0.0918
TCGA-E2-A14N-01	9	100420408	100633814	119	0.1468
TCGA-E2-A14N-01	9	100635738	120504634	13863	-0.0982
TCGA-E2-A14N-01	9	120505471	123775039	1980	0.151
TCGA-E2-A14N-01	9	123778768	124179096	317	0.48
TCGA-E2-A14N-01	9	124179182	127827008	2084	0.148
TCGA-E2-A14N-01	9	127827574	138044505	5024	-0.0811
TCGA-E2-A14N-01	10	366509	11817305	8187	0.3933
TCGA-E2-A14N-01	10	11821050	24658098	9170	0.1918
TCGA-E2-A14N-01	10	24659313	29034551	2788	0.2208
TCGA-E2-A14N-01	10	29034915	30523636	1201	0.2623
TCGA-E2-A14N-01	10	30526807	32687589	1402	0.2125
TCGA-E2-A14N-01	10	32687761	33015333	168	0.1068
TCGA-E2-A14N-01	10	33015555	37074475	2597	0.2333
TCGA-E2-A14N-01	10	37074959	42450960	764	0.1886
TCGA-E2-A14N-01	10	42452522	44374567	1299	-0.0954
TCGA-E2-A14N-01	10	44374594	45103170	437	-0.2432
TCGA-E2-A14N-01	10	45103791	48927190	1083	-0.0928
TCGA-E2-A14N-01	10	48927460	56206569	3869	-0.241
TCGA-E2-A14N-01	10	56219404	87789949	19504	-0.0929
TCGA-E2-A14N-01	10	87792446	87889858	85	-0.396
TCGA-E2-A14N-01	10	87889913	121321935	21372	-0.0974
TCGA-E2-A14N-01	10	121322840	127221414	4239	0.1687
TCGA-E2-A14N-01	10	127221789	127692544	395	0.109
TCGA-E2-A14N-01	10	127692548	127734603	44	0.3264
TCGA-E2-A14N-01	10	127734814	131154239	2066	0.1399
TCGA-E2-A14N-01	10	131154942	133411599	672	0.1664
TCGA-E2-A14N-01	11	456012	6602872	2941	-0.094
TCGA-E2-A14N-01	11	6602951	7138202	358	0.0643
TCGA-E2-A14N-01	11	7141090	9138271	1411	-0.0826
TCGA-E2-A14N-01	11	9138329	24342649	10754	0.0447
TCGA-E2-A14N-01	11	24343572	58505625	16528	0.0799
TCGA-E2-A14N-01	11	58509506	70354796	5030	-0.0803
TCGA-E2-A14N-01	11	70360478	70378493	13	-0.0088
TCGA-E2-A14N-01	11	70379050	78527697	4195	0.1521
TCGA-E2-A14N-01	11	78528877	87749903	5995	0.1226
TCGA-E2-A14N-01	11	87750423	87751818	3	-0.6049
TCGA-E2-A14N-01	11	87754726	87932991	121	0.1278
TCGA-E2-A14N-01	11	87933148	88948611	664	0.1532
TCGA-E2-A14N-01	11	88950586	132535942	28806	0.0281
TCGA-E2-A14N-01	11	132538722	134272740	782	-0.2584
TCGA-E2-A14N-01	12	780472	14561264	7831	0.2007
TCGA-E2-A14N-01	12	14562831	18275099	2224	0.0974
TCGA-E2-A14N-01	12	18278981	18278997	2	1.1636
TCGA-E2-A14N-01	12	18285688	18589476	189	0.0907
TCGA-E2-A14N-01	12	18594143	18682352	67	-0.1997
TCGA-E2-A14N-01	12	18686013	33363499	9409	0.0913
TCGA-E2-A14N-01	12	33365705	48513377	5429	-0.093
TCGA-E2-A14N-01	12	48516156	48517434	2	-1.4671
TCGA-E2-A14N-01	12	48523224	61312496	6905	-0.0767
TCGA-E2-A14N-01	12	61313772	86208130	15311	-0.0994
TCGA-E2-A14N-01	12	86210821	93943571	4487	-0.0855
TCGA-E2-A14N-01	12	93951554	98824426	3493	-0.0296
TCGA-E2-A14N-01	12	98824465	98979756	86	0.1484
TCGA-E2-A14N-01	12	98985929	99445701	275	0.0106
TCGA-E2-A14N-01	12	99446077	123154383	14175	-0.0485
TCGA-E2-A14N-01	12	123155882	124869618	918	-0.0204
TCGA-E2-A14N-01	12	124873191	125674576	525	0.0476
TCGA-E2-A14N-01	12	125674882	131764958	2895	-0.0165
TCGA-E2-A14N-01	12	131768478	132605822	157	0.0406
TCGA-E2-A14N-01	13	18874255	36468164	10993	0.1307
TCGA-E2-A14N-01	13	36476756	75388777	21545	-0.1041
TCGA-E2-A14N-01	13	75388832	75516867	113	0.0604
TCGA-E2-A14N-01	13	75524324	93306452	10642	-0.1035
TCGA-E2-A14N-01	13	93309225	93523568	177	-0.2677
TCGA-E2-A14N-01	13	93523587	110642309	11880	-0.0996
TCGA-E2-A14N-01	13	110643264	114226675	1671	-0.041
TCGA-E2-A14N-01	14	20033191	47731679	14291	-0.0942
TCGA-E2-A14N-01	14	47733479	80895387	20592	0.036
TCGA-E2-A14N-01	14	80898081	81507322	396	0.1509
TCGA-E2-A14N-01	14	81507550	83229716	1148	-0.0932
TCGA-E2-A14N-01	14	83230010	83230888	2	-1.2348
TCGA-E2-A14N-01	14	83232099	90198245	4231	-0.1011
TCGA-E2-A14N-01	14	90204329	96704639	4367	-0.231
TCGA-E2-A14N-01	14	96704738	96705032	3	-1.2309
TCGA-E2-A14N-01	14	96705354	102799294	3797	-0.2345
TCGA-E2-A14N-01	14	102799329	102970652	97	0.0199
TCGA-E2-A14N-01	14	102973542	104524791	619	0.1395
TCGA-E2-A14N-01	14	104526459	105533894	267	-0.0748
TCGA-E2-A14N-01	15	23437561	37213062	6471	-0.0926
TCGA-E2-A14N-01	15	37215980	37218150	2	-1.4391
TCGA-E2-A14N-01	15	37218440	72519061	21686	-0.0891
TCGA-E2-A14N-01	15	72520810	72522402	3	-1.0161
TCGA-E2-A14N-01	15	72533587	79507629	3493	-0.0871
TCGA-E2-A14N-01	15	79507679	87625880	4654	-0.0442
TCGA-E2-A14N-01	15	87625950	87626571	3	-1.1165
TCGA-E2-A14N-01	15	87626997	101344124	8498	-0.0491
TCGA-E2-A14N-01	16	603333	54000446	18893	-0.0892
TCGA-E2-A14N-01	16	54001029	54001040	2	-1.3168
TCGA-E2-A14N-01	16	54001896	67609290	8804	-0.0858
TCGA-E2-A14N-01	16	67620009	68126411	170	0.1495
TCGA-E2-A14N-01	16	68128676	78969637	6338	-0.0926
TCGA-E2-A14N-01	16	78971854	79002839	32	-0.508
TCGA-E2-A14N-01	16	79003545	79189239	260	-0.0611
TCGA-E2-A14N-01	16	79190570	79248311	50	-0.1981
TCGA-E2-A14N-01	16	79248330	79552844	290	-0.0523
TCGA-E2-A14N-01	16	79555930	79556720	2	-1.2415
TCGA-E2-A14N-01	16	79561231	80006329	510	-0.0816
TCGA-E2-A14N-01	16	80009092	80009241	2	-1.3707
TCGA-E2-A14N-01	16	80016764	89317317	5874	-0.0849
TCGA-E2-A14N-01	17	1074619	6696046	2808	-0.0791
TCGA-E2-A14N-01	17	6697228	39116540	12300	-0.0278
TCGA-E2-A14N-01	17	39116636	51738001	5384	-0.0731
TCGA-E2-A14N-01	17	51739112	51739126	2	-1.0951
TCGA-E2-A14N-01	17	51740930	65412034	7690	-0.0847
TCGA-E2-A14N-01	17	65414416	77908437	7132	0.1728
TCGA-E2-A14N-01	17	77913509	82959812	1976	-0.0533
TCGA-E2-A14N-01	18	326691	4514170	2118	-0.092
TCGA-E2-A14N-01	18	4517082	8842314	2658	-0.2405
TCGA-E2-A14N-01	18	8843162	8843645	2	-1.9221
TCGA-E2-A14N-01	18	8844408	11914955	2151	-0.246
TCGA-E2-A14N-01	18	11915624	79349796	36051	-0.0763
TCGA-E2-A14N-01	19	283868	3942434	901	-0.0695
TCGA-E2-A14N-01	19	3942973	6849895	1033	0.0404
TCGA-E2-A14N-01	19	6850061	7468714	191	0.1645
TCGA-E2-A14N-01	19	7471259	14358583	3010	0.0351
TCGA-E2-A14N-01	19	14372533	15250628	552	0.1641
TCGA-E2-A14N-01	19	15251015	27758174	3381	0.043
TCGA-E2-A14N-01	19	27765442	33707063	4225	0.1304
TCGA-E2-A14N-01	19	33710804	33712542	2	1.1781
TCGA-E2-A14N-01	19	33713189	40776383	3640	0.1513
TCGA-E2-A14N-01	19	40781700	58370362	7224	-0.0866
TCGA-E2-A14N-01	20	472817	6549643	3732	-0.0816
TCGA-E2-A14N-01	20	6550759	6764203	197	-0.182
TCGA-E2-A14N-01	20	6766594	8099830	825	-0.0886
TCGA-E2-A14N-01	20	8103757	8655280	49	-0.4186
TCGA-E2-A14N-01	20	8656280	20608747	8847	-0.0959
TCGA-E2-A14N-01	20	20609930	24323692	2432	-0.1244
TCGA-E2-A14N-01	20	24324129	53768208	14683	-0.0898
TCGA-E2-A14N-01	20	53810780	63588502	6804	0.0351
TCGA-E2-A14N-01	21	13974127	15888275	1175	0.1163
TCGA-E2-A14N-01	21	15888748	16955871	674	0.0402
TCGA-E2-A14N-01	21	16956212	18156695	751	0.0946
TCGA-E2-A14N-01	21	18157397	26357515	5128	0.0383
TCGA-E2-A14N-01	21	26358271	27377124	865	0.2661
TCGA-E2-A14N-01	21	27380152	32000133	2992	0.0381
TCGA-E2-A14N-01	21	32001555	41496204	6795	-0.0829
TCGA-E2-A14N-01	21	41496268	41496286	2	-1.3722
TCGA-E2-A14N-01	21	41496410	46220419	2195	-0.0821
TCGA-E2-A14N-01	21	46221880	46262057	26	0.0467
TCGA-E2-A14N-01	22	16934932	17330888	240	-0.0965
TCGA-E2-A14N-01	22	17340977	17460514	70	0.1009
TCGA-E2-A14N-01	22	17462474	17590002	79	0.2678
TCGA-E2-A14N-01	22	17593757	23483227	487	0.0936
TCGA-E2-A14N-01	22	23483579	28356517	3297	-0.0864
TCGA-E2-A14N-01	22	28357280	29366181	547	0.1693
TCGA-E2-A14N-01	22	29369393	38704967	5972	-0.0808
TCGA-E2-A14N-01	22	38708093	48940621	6403	0.0425
TCGA-E2-A14N-01	X	3236359	44522467	18646	-0.0348
TCGA-E2-A14N-01	X	44524808	77957724	10572	0.039
TCGA-E2-A14N-01	X	77970552	101506512	9936	-0.0295
TCGA-E2-A14N-01	X	101517929	155677414	24842	0.0311
TCGA-E2-A150-01	1	3301765	15583355	6984	0.2411
TCGA-E2-A150-01	1	15583400	15583508	2	1.3832
TCGA-E2-A150-01	1	15592181	23084901	4157	0.2476
TCGA-E2-A150-01	1	23087716	23166289	42	-0.4211
TCGA-E2-A150-01	1	23171531	57798154	18791	0.241
TCGA-E2-A150-01	1	57805302	57807392	5	-0.7973
TCGA-E2-A150-01	1	57808380	149967059	38211	0.2355
TCGA-E2-A150-01	1	149967212	186485870	22778	0.3692
TCGA-E2-A150-01	1	186486022	192325731	3363	0.3311
TCGA-E2-A150-01	1	192327014	200894147	5087	0.3591
TCGA-E2-A150-01	1	200894458	228841050	17940	0.3853
TCGA-E2-A150-01	1	228841427	228999097	124	0.5882
TCGA-E2-A150-01	1	228999284	229786621	567	0.3833
TCGA-E2-A150-01	1	229786849	229789777	2	-0.8975
TCGA-E2-A150-01	1	229791098	234976004	3835	0.3889
TCGA-E2-A150-01	1	234976956	247650984	7940	0.358
TCGA-E2-A150-01	2	480597	11643841	7034	0.0358
TCGA-E2-A150-01	2	11646508	11646706	2	-1.2604
TCGA-E2-A150-01	2	11647113	12274469	566	0.026
TCGA-E2-A150-01	2	12274964	12372908	94	0.4772
TCGA-E2-A150-01	2	12375587	14631020	1344	0.0326
TCGA-E2-A150-01	2	14642963	14863980	151	-0.4919
TCGA-E2-A150-01	2	14865609	23145110	5613	0.0497
TCGA-E2-A150-01	2	23145368	23212375	42	-0.5379
TCGA-E2-A150-01	2	23214909	34706468	6101	0.0493
TCGA-E2-A150-01	2	34706510	57261167	12824	0.0058
TCGA-E2-A150-01	2	57261332	58750216	795	0.4099
TCGA-E2-A150-01	2	58751388	65063781	3490	0.5108
TCGA-E2-A150-01	2	65067953	68154720	2200	0.4219
TCGA-E2-A150-01	2	68156790	75501777	4152	0.1917
TCGA-E2-A150-01	2	75503740	78287105	1579	0.1459
TCGA-E2-A150-01	2	78287744	78461155	89	0.0081
TCGA-E2-A150-01	2	78461179	80171581	731	0.1179
TCGA-E2-A150-01	2	80171916	82963152	1515	0.018
TCGA-E2-A150-01	2	82963919	86595143	1952	0.2873
TCGA-E2-A150-01	2	86597058	88027259	132	-0.0746
TCGA-E2-A150-01	2	88027892	88831554	402	0.042
TCGA-E2-A150-01	2	94675825	95232615	176	0.2322
TCGA-E2-A150-01	2	95237109	99647512	1492	0.3082
TCGA-E2-A150-01	2	99647683	103277399	2357	0.3607
TCGA-E2-A150-01	2	103280161	107809984	2826	0.2892
TCGA-E2-A150-01	2	107813151	107813481	5	-0.4806
TCGA-E2-A150-01	2	107814274	109701928	1089	0.3041
TCGA-E2-A150-01	2	109704919	135710325	12426	0.0533
TCGA-E2-A150-01	2	135715406	135767992	23	-0.4195
TCGA-E2-A150-01	2	135773682	140630204	2590	0.0488
TCGA-E2-A150-01	2	140630224	140978841	199	-0.3099
TCGA-E2-A150-01	2	140979734	140979827	2	-2.6646
TCGA-E2-A150-01	2	140979848	141260251	184	-0.3083
TCGA-E2-A150-01	2	141262028	156911511	9118	0.0447
TCGA-E2-A150-01	2	156916587	157058574	77	0.3016
TCGA-E2-A150-01	2	157060581	157885214	415	-0.2872
TCGA-E2-A150-01	2	157888540	179879851	13450	0.065
TCGA-E2-A150-01	2	179882453	216402543	19681	0.0463
TCGA-E2-A150-01	2	216405231	236895479	12692	0.0601
TCGA-E2-A150-01	2	236895493	236895507	2	-1.1315
TCGA-E2-A150-01	2	236895533	241537572	2655	0.0628
TCGA-E2-A150-01	3	2170634	8291387	3480	-0.2725
TCGA-E2-A150-01	3	8292011	9041167	532	0.3693
TCGA-E2-A150-01	3	9047494	11599465	1551	-0.2445
TCGA-E2-A150-01	3	11600061	11680319	69	-0.7968
