p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene	pct.diff
1.20074131319507e-223	0.526195516494293	0.996	0.974	2.91503968604366e-219	CD4 T	ACTB	0.022
6.70359761776495e-223	0.843259273357139	0.618	0.32	1.6274323936648e-218	CD4 T	ARID5B	0.298
8.07048282828762e-221	0.55463497329866	0.764	0.408	1.95927111622338e-216	CD4 T	CD37	0.356
5.19449324220395e-205	0.515463360837572	0.917	0.563	1.26106712440985e-200	CD4 T	SRGN	0.354
8.56020446935506e-199	0.717791392625042	0.55	0.265	2.07816083902533e-194	CD4 T	ICAM3	0.285
7.81413708215595e-196	0.696723982303497	0.63	0.334	1.897038059435e-191	CD4 T	HCLS1	0.296
1.8655404542336e-195	0.656344685219854	0.718	0.399	4.52897256074292e-191	CD4 T	TNFAIP3	0.319
5.10917093708326e-191	0.692846310215159	0.794	0.64	1.2403534283957e-186	CD4 T	SOD1	0.154
7.55095150836491e-190	0.737827579654713	0.713	0.52	1.83314449768575e-185	CD4 T	JAK1	0.193
1.22850281260344e-189	0.711595987506481	0.841	0.646	2.98243627815736e-185	CD4 T	TSC22D3	0.195
1.01135746508663e-188	0.617738343492446	0.696	0.354	2.45527251799082e-184	CD4 T	FYB	0.342
2.21732855813997e-183	0.718836009880802	0.725	0.536	5.38300854059641e-179	CD4 T	ARL6IP5	0.189
3.47810569540545e-177	0.775679299641215	0.502	0.251	8.4437971967358e-173	CD4 T	GBP2	0.251
1.60309328866854e-170	0.633807376981907	0.752	0.583	3.89182957690061e-166	CD4 T	DAZAP2	0.169
1.94913586395095e-167	0.615459818890633	0.646	0.355	4.73191713691372e-163	CD4 T	EVL	0.291
7.46024694127235e-162	0.582123575010198	0.824	0.721	1.81112414993269e-157	CD4 T	YWHAB	0.103
6.19665281082929e-157	0.737787002145398	0.681	0.452	1.50436140288503e-152	CD4 T	ISG20	0.229
5.15011635015971e-155	0.581566208550689	0.78	0.569	1.25029374632827e-150	CD4 T	PSMB9	0.211
1.18966514390701e-152	0.506917613922847	0.865	0.787	2.88815006986305e-148	CD4 T	CCNI	0.078
9.01878632995348e-152	0.799636624998787	0.597	0.419	2.18949075732281e-147	CD4 T	DNPH1	0.178
1.5174590109547e-149	0.652351962490468	0.642	0.382	3.68393524089471e-145	CD4 T	CTSC	0.26
1.64930231524485e-137	0.580767921021531	0.708	0.581	4.00401123071991e-133	CD4 T	UBE2D2	0.127
1.4240031389178e-134	0.62254759961524	0.622	0.4	3.45705242035075e-130	CD4 T	STK4	0.222
6.86621373547211e-134	0.935940198790258	0.549	0.38	1.66691070856056e-129	CD4 T	CORO1B	0.169
5.13937441338672e-121	0.636567399337649	0.578	0.377	1.24768592633789e-116	CD4 T	RHOG	0.201
9.66504143594868e-117	0.540088234612269	0.641	0.373	2.34638210940526e-112	CD4 T	DUSP2	0.268
5.21950228136957e-116	0.682521334331147	0.503	0.286	1.26713856884809e-111	CD4 T	SOCS1	0.217
5.79784371315019e-112	0.541216576005413	0.669	0.53	1.40754251824147e-107	CD4 T	CALM3	0.139
1.10348891525422e-105	0.655191635580111	0.559	0.358	2.67894003956266e-101	CD4 T	CREM	0.201
1.02654379745046e-103	0.584857371634356	0.531	0.345	2.49214037707048e-99	CD4 T	LEPROTL1	0.186
4.45422121494339e-103	0.526418844307519	0.511	0.295	1.08135128435181e-98	CD4 T	CD53	0.216
6.13044138996019e-91	0.503209020283704	0.638	0.518	1.48828725624063e-86	CD4 T	PSMB8	0.12
1.74946156944574e-89	0.504832999942655	0.569	0.38	4.24716785214342e-85	CD4 T	GYPC	0.189
5.64270436386595e-88	0.60823053143492	0.599	0.48	1.36987933841574e-83	CD4 T	STAT3	0.119
9.00811979516286e-82	0.528874553841774	0.559	0.411	2.18690124267169e-77	CD4 T	TAP1	0.148
1.30436738665801e-80	0.551483097377508	0.574	0.438	3.16661270458966e-76	CD4 T	RNF213	0.136
2.83959628794814e-80	0.500012513678294	0.589	0.468	6.89368790825171e-76	CD4 T	ANXA11	0.121
3.19403265788823e-79	0.53222233285661	0.53	0.407	7.75415308355527e-75	CD4 T	NDFIP1	0.123
5.82654963557985e-74	0.505652202246324	0.534	0.393	1.41451145502972e-69	CD4 T	SP100	0.141
2.37563675111803e-73	0.509089059849295	0.519	0.389	5.76733334068924e-69	CD4 T	TERF2IP	0.13
0	4.94253122375477	0.768	0.195	0	Plasma cell	IGKV3-15	0.573
0	4.67410299183754	0.777	0.189	0	Plasma cell	IGKV1-9	0.588
0	4.66631185770555	0.793	0.223	0	Plasma cell	IGKV3-11	0.57
0	4.66320868064392	0.809	0.248	0	Plasma cell	IGKV3-20	0.561
0	4.65481785245293	0.507	0.134	0	Plasma cell	IGLV3-25	0.373
0	4.56471428001564	0.784	0.22	0	Plasma cell	IGKV1-5	0.564
0	4.51959763497776	0.836	0.143	0	Plasma cell	IGHG1	0.693
0	4.48208883789628	0.833	0.278	0	Plasma cell	IGKC	0.555
0	4.3450479840987	0.803	0.223	0	Plasma cell	IGKV4-1	0.58
0	4.31697900948833	0.613	0.17	0	Plasma cell	IGLV1-40	0.443
0	4.0467834630888	0.504	0.083	0	Plasma cell	IGHV3-21	0.421
0	4.02768054918445	0.701	0.101	0	Plasma cell	IGLV3-1	0.6
0	3.84820396725287	0.515	0.072	0	Plasma cell	IGHV3-30	0.443
0	3.67906340702944	0.803	0.099	0	Plasma cell	JCHAIN	0.704
0	3.08715071571208	0.553	0.062	0	Plasma cell	IGHG3	0.491
0	2.93063771266444	0.744	0.055	0	Plasma cell	IGHG4	0.689
0	2.68535119726654	0.9	0.057	0	Plasma cell	MZB1	0.843
0	2.22167301965937	0.834	0.042	0	Plasma cell	DERL3	0.792
0	2.06259273546668	0.958	0.705	0	Plasma cell	SSR4	0.253
0	1.85144141236307	0.921	0.454	0	Plasma cell	XBP1	0.467
0	1.71850473786336	0.631	0.016	0	Plasma cell	IGLL5	0.615
0	1.52171247779721	0.815	0.179	0	Plasma cell	FKBP11	0.636
0	1.49952130338726	0.804	0.208	0	Plasma cell	ITM2C	0.596
0	1.44232618788247	0.859	0.367	0	Plasma cell	SEC11C	0.492
0	1.39465581170026	0.8	0.083	0	Plasma cell	CD79A	0.717
0	1.24792819490908	0.892	0.562	0	Plasma cell	HERPUD1	0.33
0	1.03323509429053	0.779	0.359	0	Plasma cell	PRDX4	0.42
0	0.886843545325633	0.899	0.636	0	Plasma cell	HSP90B1	0.263
0	0.880644128343582	0.676	0.315	0	Plasma cell	UBE2J1	0.361
0	0.846647146444231	0.585	0.145	0	Plasma cell	PIM2	0.44
0	0.797790012482032	0.775	0.453	0	Plasma cell	FKBP2	0.322
0	0.786489756654942	0.547	0.111	0	Plasma cell	CD38	0.436
0	0.780606017044601	0.728	0.345	0	Plasma cell	SDF2L1	0.383
0	0.759199791918342	0.683	0.317	0	Plasma cell	SPCS3	0.366
0	0.735824590357047	0.647	0.257	0	Plasma cell	CRELD2	0.39
0	0.727992227508733	0.632	0.225	0	Plasma cell	PLPP5	0.407
0	0.679579186889436	0.665	0.335	0	Plasma cell	ERLEC1	0.33
0	0.664198455260585	0.725	0.394	0	Plasma cell	VIMP	0.331
0	0.622548828078673	0.684	0.364	0	Plasma cell	LMAN1	0.32
0	0.597324917503782	0.527	0.114	0	Plasma cell	FAM46C	0.413
0	0.540602568121744	0.502	0.177	0	Plasma cell	TXNDC15	0.325
3.96690801136953e-290	0.632358348955698	0.756	0.483	9.6304625792018e-286	Plasma cell	SSR3	0.273
1.92814969311591e-284	0.557116592454644	0.795	0.531	4.68096900997749e-280	Plasma cell	SELK	0.264
1.44671497523404e-275	0.591811830402197	0.798	0.593	3.51218994537568e-271	Plasma cell	SPCS1	0.205
3.52715587802593e-227	0.526598822877641	0.842	0.651	8.56287632508355e-223	Plasma cell	SEC61B	0.191
8.15993219185663e-227	0.514715480180062	0.594	0.314	1.98098673821703e-222	Plasma cell	DNAJC1	0.28
6.31094037713057e-178	0.501382563568406	0.691	0.435	1.53210699535599e-173	Plasma cell	BTG2	0.256
0	3.47274002014762	0.723	0.053	0	Macrophage	C1QB	0.67
0	3.3652947329062	0.739	0.048	0	Macrophage	C1QA	0.691
0	3.30510406539651	0.72	0.046	0	Macrophage	C1QC	0.674
0	3.12925922310808	0.873	0.077	0	Macrophage	LYZ	0.796
0	3.0268752767785	0.951	0.078	0	Macrophage	TYROBP	0.873
0	2.57077196756941	0.998	0.961	0	Macrophage	FTL	0.037
0	2.55824599538204	0.899	0.039	0	Macrophage	AIF1	0.86
0	2.49994170613462	0.635	0.238	0	Macrophage	APOE	0.397
0	2.47812106725799	0.858	0.1	0	Macrophage	CD68	0.758
0	2.47202667300218	0.825	0.026	0	Macrophage	MS4A6A	0.799
0	2.39569641408081	0.927	0.065	0	Macrophage	FCER1G	0.862
0	2.34497117343209	0.949	0.35	0	Macrophage	CST3	0.599
0	2.3279781736303	0.592	0.076	0	Macrophage	APOC1	0.516
0	2.22610025434629	0.922	0.412	0	Macrophage	CTSB	0.51
0	2.19549570407686	0.538	0.048	0	Macrophage	RNASE1	0.49
0	2.19035207969168	0.502	0.018	0	Macrophage	IL1B	0.484
0	2.12420842053291	0.741	0.018	0	Macrophage	MS4A7	0.723
0	2.10933307752979	0.975	0.403	0	Macrophage	HLA-DRA	0.572
0	2.05533267980765	0.941	0.416	0	Macrophage	HLA-DPA1	0.525
0	2.03959696404652	0.952	0.54	0	Macrophage	GPX1	0.412
0	2.03115542145502	0.928	0.408	0	Macrophage	HLA-DRB1	0.52
0	2.01503759288336	0.737	0.054	0	Macrophage	CD14	0.683
0	1.93988900458778	0.914	0.349	0	Macrophage	HLA-DRB5	0.565
0	1.90094041663632	0.933	0.396	0	Macrophage	HLA-DPB1	0.537
0	1.89803743746228	0.988	0.744	0	Macrophage	CD74	0.244
0	1.89071514931249	0.553	0.116	0	Macrophage	PLTP	0.437
0	1.86665904873474	0.736	0.025	0	Macrophage	FCGR3A	0.711
0	1.84252039890713	0.815	0.041	0	Macrophage	SPI1	0.774
0	1.80537178177431	0.81	0.149	0	Macrophage	PLAUR	0.661
0	1.75516333764475	0.884	0.347	0	Macrophage	GRN	0.537
0	1.73628304527049	0.78	0.232	0	Macrophage	HLA-DQA1	0.548
0	1.70529233702094	0.771	0.024	0	Macrophage	CYBB	0.747
0	1.69698403434993	0.946	0.573	0	Macrophage	PSAP	0.373
0	1.696046976418	0.855	0.322	0	Macrophage	GLUL	0.533
0	1.68999145954178	0.718	0.053	0	Macrophage	SERPINA1	0.665
0	1.68695965239207	0.969	0.637	0	Macrophage	SAT1	0.332
0	1.63470761450913	0.857	0.292	0	Macrophage	HLA-DQB1	0.565
0	1.62629562210689	0.826	0.208	0	Macrophage	FCGRT	0.618
0	1.62561843192403	0.601	0.086	0	Macrophage	DAB2	0.515
0	1.61677217220107	0.553	0.088	0	Macrophage	CCL3	0.465
0	1.60849056348578	0.943	0.49	0	Macrophage	NPC2	0.453
0	1.57171969262065	0.778	0.031	0	Macrophage	LST1	0.747
0	1.55463576453736	0.82	0.515	0	Macrophage	CTSD	0.305
0	1.53302515376409	0.864	0.194	0	Macrophage	CTSS	0.67
0	1.52710857729501	0.705	0.016	0	Macrophage	FCGR2A	0.689
0	1.48709276416669	0.796	0.214	0	Macrophage	CTSZ	0.582
0	1.46394321262941	0.656	0.146	0	Macrophage	CTSL	0.51
0	1.43249287281713	0.558	0.061	0	Macrophage	HBEGF	0.497
0	1.42612122848902	0.761	0.06	0	Macrophage	C1orf162	0.701
0	1.38612803575576	0.723	0.05	0	Macrophage	PLEK	0.673
0	1.3807295820543	0.611	0.181	0	Macrophage	LGMN	0.43
0	1.36710151299413	0.662	0.097	0	Macrophage	TMEM176A	0.565
0	1.36398556839544	0.833	0.332	0	Macrophage	SOD2	0.501
0	1.34482700608812	0.647	0.005	0	Macrophage	CSF1R	0.642
0	1.33918837662194	0.623	0.01	0	Macrophage	IGSF6	0.613
0	1.32774253231375	0.837	0.266	0	Macrophage	HLA-DMA	0.571
0	1.32251531597508	0.552	0.056	0	Macrophage	HMOX1	0.496
0	1.32152712985701	0.743	0.304	0	Macrophage	IER3	0.439
0	1.31850537034609	0.596	0.007	0	Macrophage	C5AR1	0.589
0	1.30655840595277	0.67	0.103	0	Macrophage	TMEM176B	0.567
0	1.30141217553066	0.771	0.19	0	Macrophage	RNF130	0.581
0	1.2996561813107	0.724	0.064	0	Macrophage	TNFSF13B	0.66
0	1.28165374557335	0.73	0.208	0	Macrophage	RGS2	0.522
0	1.27146467071222	0.664	0.044	0	Macrophage	FGL2	0.62
0	1.26934465842457	0.884	0.426	0	Macrophage	TYMP	0.458
0	1.26794858015289	0.646	0.051	0	Macrophage	FAM26F	0.595
0	1.25363327800964	0.635	0.02	0	Macrophage	ADAP2	0.615
0	1.24853808644848	0.539	0.006	0	Macrophage	MS4A4A	0.533
0	1.22905949208732	0.548	0.005	0	Macrophage	CD163	0.543
0	1.22894111957797	0.535	0.005	0	Macrophage	VSIG4	0.53
0	1.21566420362661	0.576	0.066	0	Macrophage	BCL2A1	0.51
0	1.21546008689665	0.749	0.153	0	Macrophage	RAB31	0.596
0	1.2102587323182	0.588	0.013	0	Macrophage	LILRB4	0.575
0	1.183524100861	0.745	0.206	0	Macrophage	CTSH	0.539
0	1.18097474629621	0.672	0.177	0	Macrophage	MAFB	0.495
0	1.16527834020645	0.999	0.981	0	Macrophage	FTH1	0.018
0	1.14784599429793	0.575	0.017	0	Macrophage	MNDA	0.558
0	1.14275286159649	0.776	0.322	0	Macrophage	CTSC	0.454
0	1.13963399623188	0.612	0.036	0	Macrophage	RASSF4	0.576
0	1.12299150420464	0.662	0.306	0	Macrophage	CAPG	0.356
0	1.11411137015848	0.765	0.321	0	Macrophage	NAMPT	0.444
0	1.10060674348554	0.968	0.507	0	Macrophage	SRGN	0.461
0	1.09516183379411	0.931	0.391	0	Macrophage	LAPTM5	0.54
0	1.08547122150106	0.518	0.027	0	Macrophage	CPVL	0.491
0	1.08388969856173	0.553	0.022	0	Macrophage	NAIP	0.531
0	1.08028028570826	0.639	0.124	0	Macrophage	CD83	0.515
0	1.06771405422116	0.683	0.104	0	Macrophage	HLA-DMB	0.579
0	1.06590139736413	0.615	0.142	0	Macrophage	SGK1	0.473
0	1.06436091904116	0.828	0.256	0	Macrophage	ITGB2	0.572
0	1.0639944476419	0.646	0.14	0	Macrophage	CXCL16	0.506
0	1.06334579359326	0.663	0.334	0	Macrophage	PLD3	0.329
0	1.0589705828301	0.537	0.053	0	Macrophage	ABCA1	0.484
0	1.05868643321273	0.507	0.005	0	Macrophage	SLCO2B1	0.502
0	1.05493028890181	0.696	0.294	0	Macrophage	NINJ1	0.402
0	1.05031071832486	0.667	0.087	0	Macrophage	TGFBI	0.58
0	1.01477946829712	0.748	0.15	0	Macrophage	SAMHD1	0.598
0	1.01417269304824	0.596	0.038	0	Macrophage	CLEC7A	0.558
0	1.00347576206718	0.526	0.005	0	Macrophage	FCGR1A	0.521
0	0.998415960185171	0.57	0.104	0	Macrophage	GPR183	0.466
0	0.982982300756052	0.575	0.038	0	Macrophage	RNASE6	0.537
0	0.980534984780984	0.505	0.005	0	Macrophage	MSR1	0.5
0	0.978944393803004	0.644	0.121	0	Macrophage	ARHGAP18	0.523
0	0.973865221746086	0.518	0.005	0	Macrophage	LILRB2	0.513
0	0.970078810949982	0.592	0.132	0	Macrophage	ICAM1	0.46
0	0.961806827174498	0.59	0.033	0	Macrophage	LAIR1	0.557
0	0.959291233259834	0.635	0.198	0	Macrophage	CREG1	0.437
0	0.956632783865883	0.601	0.149	0	Macrophage	KLF4	0.452
0	0.951655970624838	0.68	0.113	0	Macrophage	ZEB2	0.567
0	0.950742674677268	0.576	0.009	0	Macrophage	HCK	0.567
0	0.943997864765408	0.663	0.17	0	Macrophage	MFSD1	0.493
0	0.93505436478494	0.635	0.062	0	Macrophage	CD4	0.573
0	0.934146102263085	0.71	0.251	0	Macrophage	IFNGR2	0.459
0	0.93026953946682	0.572	0.241	0	Macrophage	CHMP1B	0.331
0	0.923819307563631	0.583	0.05	0	Macrophage	KCTD12	0.533
0	0.9237145918348	0.789	0.323	0	Macrophage	PYCARD	0.466
0	0.920704490940708	0.698	0.268	0	Macrophage	MARCKS	0.43
0	0.920670854617892	0.938	0.599	0	Macrophage	NEAT1	0.339
0	0.918206688595788	0.705	0.333	0	Macrophage	YWHAH	0.372
0	0.917186783542065	0.521	0.008	0	Macrophage	PILRA	0.513
0	0.916240448589358	0.615	0.099	0	Macrophage	LY96	0.516
0	0.909241429045487	0.653	0.151	0	Macrophage	AP1S2	0.502
0	0.909143734991097	0.795	0.369	0	Macrophage	RNASET2	0.426
0	0.902670354733011	0.768	0.268	0	Macrophage	GNAI2	0.5
0	0.891702714616516	0.539	0.022	0	Macrophage	SLC7A7	0.517
0	0.879090859961434	0.535	0.014	0	Macrophage	NCF2	0.521
0	0.867128870930893	0.518	0.112	0	Macrophage	NR4A3	0.406
0	0.864500753091654	0.862	0.499	0	Macrophage	VAMP8	0.363
0	0.857168834489	0.68	0.28	0	Macrophage	ASAH1	0.4
0	0.851009428273966	0.659	0.137	0	Macrophage	TPP1	0.522
0	0.835541691575131	0.592	0.083	0	Macrophage	CFD	0.509
0	0.831448447142271	0.698	0.178	0	Macrophage	ARRB2	0.52
0	0.827857399616033	0.93	0.597	0	Macrophage	CYBA	0.333
0	0.816808973899715	0.565	0.111	0	Macrophage	SNX10	0.454
0	0.816743284649368	0.513	0.015	0	Macrophage	CD86	0.498
0	0.811203152733496	0.568	0.048	0	Macrophage	THEMIS2	0.52
0	0.805840828079855	0.718	0.281	0	Macrophage	APLP2	0.437
0	0.802824790074816	0.509	0.049	0	Macrophage	SIRPA	0.46
0	0.802206534941037	0.667	0.235	0	Macrophage	HIF1A	0.432
0	0.797411480643661	0.563	0.091	0	Macrophage	PTPRE	0.472
0	0.796973298475424	0.546	0.097	0	Macrophage	PLXDC2	0.449
0	0.79429932416696	0.545	0.108	0	Macrophage	HNMT	0.437
0	0.789858405163713	0.805	0.562	0	Macrophage	GABARAP	0.243
0	0.788095848150856	0.588	0.112	0	Macrophage	CCDC88A	0.476
0	0.785299204300739	0.542	0.049	0	Macrophage	LYN	0.493
0	0.784999646190488	0.546	0.056	0	Macrophage	CECR1	0.49
0	0.779479132278711	0.783	0.377	0	Macrophage	RGS10	0.406
0	0.772272234060571	0.97	0.85	0	Macrophage	OAZ1	0.12
0	0.767535796441697	0.773	0.371	0	Macrophage	GRB2	0.402
0	0.760075521124757	0.641	0.247	0	Macrophage	ZNF331	0.394
0	0.758434913075438	0.751	0.318	0	Macrophage	RHOG	0.433
0	0.756449613733104	0.529	0.09	0	Macrophage	GNS	0.439
0	0.752862858745398	0.893	0.695	0	Macrophage	NFKBIA	0.198
0	0.744057985007667	0.655	0.243	0	Macrophage	PPT1	0.412
0	0.741448664690569	0.674	0.276	0	Macrophage	VAMP5	0.398
0	0.740729395482804	0.666	0.386	0	Macrophage	RHOB	0.28
0	0.730277182907481	0.524	0.026	0	Macrophage	MARCH1	0.498
0	0.728468259606755	0.576	0.09	0	Macrophage	LGALS9	0.486
0	0.724076106107614	0.746	0.372	0	Macrophage	GADD45B	0.374
0	0.724047024059793	0.903	0.664	0	Macrophage	ITM2B	0.239
0	0.714030893699054	0.524	0.113	0	Macrophage	ATP6V1B2	0.411
0	0.713514897025822	0.687	0.293	0	Macrophage	LAP3	0.394
0	0.712147858224198	0.685	0.263	0	Macrophage	MGAT1	0.422
0	0.710948194755901	0.922	0.651	0	Macrophage	DUSP1	0.271
0	0.708193988374725	0.999	0.96	0	Macrophage	TMSB4X	0.039
0	0.698439289236754	0.734	0.379	0	Macrophage	GRINA	0.355
0	0.697270690544959	0.734	0.399	0	Macrophage	NR4A2	0.335
0	0.684391778630768	0.529	0.053	0	Macrophage	SYK	0.476
0	0.675546331548585	0.819	0.51	0	Macrophage	ATP6V1F	0.309
0	0.67367955250336	0.748	0.334	0	Macrophage	SDCBP	0.414
0	0.66984716350799	0.856	0.451	0	Macrophage	COTL1	0.405
0	0.668345228002489	0.745	0.433	0	Macrophage	FOSB	0.312
0	0.659907216098261	0.698	0.426	0	Macrophage	ATP6V0C	0.272
0	0.657888605537613	0.55	0.134	0	Macrophage	SLC16A3	0.416
0	0.656176943453594	0.961	0.76	0	Macrophage	S100A11	0.201
0	0.652808224482208	0.83	0.51	0	Macrophage	ATP6V0B	0.32
0	0.652053836333892	0.712	0.342	0	Macrophage	ATP1B3	0.37
0	0.650221828106505	0.584	0.183	0	Macrophage	CD81	0.401
0	0.640471598098882	0.502	0.132	0	Macrophage	GNG10	0.37
0	0.628831869226444	0.614	0.273	0	Macrophage	BLVRB	0.341
0	0.627672253556749	0.61	0.2	0	Macrophage	C10orf54	0.41
0	0.626221867251217	0.916	0.697	0	Macrophage	ARPC3	0.219
0	0.616239857462722	0.654	0.302	0	Macrophage	GSTO1	0.352
0	0.615879266328333	0.745	0.233	0	Macrophage	LCP1	0.512
0	0.61528816723171	0.524	0.09	0	Macrophage	NCF4	0.434
0	0.614705342291917	0.528	0.135	0	Macrophage	NCF1	0.393
0	0.606086460183177	0.502	0.156	0	Macrophage	UPP1	0.346
0	0.599636359969251	0.66	0.254	0	Macrophage	PLSCR1	0.406
0	0.599586274759208	0.674	0.381	0	Macrophage	SNX6	0.293
0	0.599585015692595	0.708	0.306	0	Macrophage	CMTM6	0.402
0	0.596811106478256	0.873	0.57	0	Macrophage	CD63	0.303
0	0.596276684968332	0.807	0.531	0	Macrophage	LITAF	0.276
0	0.596047337417991	0.66	0.268	0	Macrophage	SERPINB1	0.392
0	0.59470157719035	0.816	0.497	0	Macrophage	AP2S1	0.319
0	0.594656120168402	0.568	0.229	0	Macrophage	HEXB	0.339
0	0.588207187360249	0.844	0.515	0	Macrophage	MCL1	0.329
0	0.586875365084171	0.64	0.262	0	Macrophage	SOCS3	0.378
0	0.581633411869848	0.52	0.142	0	Macrophage	EFHD2	0.378
0	0.579078467466001	0.58	0.223	0	Macrophage	RNF13	0.357
0	0.571925672823146	0.643	0.39	0	Macrophage	IFI6	0.253
0	0.571764228029972	0.696	0.37	0	Macrophage	ATOX1	0.326
0	0.568824288491852	0.73	0.351	0	Macrophage	FAM49B	0.379
0	0.566023170281502	0.655	0.353	0	Macrophage	ZFAND5	0.302
0	0.562103053427013	0.527	0.193	0	Macrophage	SMCO4	0.334
0	0.560336423142776	0.661	0.33	0	Macrophage	COMT	0.331
0	0.558272785187047	0.556	0.246	0	Macrophage	CEBPB	0.31
0	0.557471460671569	0.609	0.278	0	Macrophage	LIMS1	0.331
0	0.550564131124737	0.585	0.211	0	Macrophage	CEBPD	0.374
0	0.548434472930125	0.67	0.309	0	Macrophage	CNPY3	0.361
0	0.547961480514274	0.954	0.807	0	Macrophage	SH3BGRL3	0.147
0	0.537322378515114	0.556	0.26	0	Macrophage	MAT2A	0.296
0	0.530946074106295	0.774	0.294	0	Macrophage	FYB	0.48
0	0.529087434115311	0.693	0.331	0	Macrophage	ACTR2	0.362
0	0.521328153937077	0.879	0.591	0	Macrophage	RAC1	0.288
0	0.515409541868807	0.502	0.199	0	Macrophage	SCARB2	0.303
0	0.50577293831121	0.794	0.478	0	Macrophage	ANXA5	0.316
0	0.502326374184787	0.629	0.267	0	Macrophage	GLRX	0.362
0	0.501676329983109	0.637	0.294	0	Macrophage	RNF149	0.343
0	0.500922612365696	0.616	0.296	0	Macrophage	BNIP3L	0.32
0	0.50004179690287	0.527	0.207	0	Macrophage	MAP3K8	0.32
6.41376886102736e-300	0.790276023937482	0.648	0.393	1.55707066639161e-295	Macrophage	ISG15	0.255
3.1156836664124e-143	0.627768688663905	0.503	0.342	7.56394523694938e-139	Macrophage	IFI27	0.161
1.53404535230547e-222	4.23650411373933	0.902	0.067	3.72420190179199e-218	Monocyte	G0S2	0.835
1.83429921770577e-208	5.04627365920084	0.988	0.089	4.45312821082431e-204	Monocyte	CXCL8	0.899
1.34319957149712e-184	4.89115555065129	0.634	0.038	3.26088559972356e-180	Monocyte	PI3	0.596
4.43927143389884e-157	4.39415882009132	0.951	0.113	1.07772192600762e-152	Monocyte	C15orf48	0.838
2.11436967417067e-141	2.97704569404057	0.695	0.061	5.13305525798415e-137	Monocyte	LINC01272	0.634
1.02398872845654e-102	1.6558035893612	0.951	0.164	2.48593743607394e-98	Monocyte	S100A8	0.787
3.43989779300708e-95	3.01843310986593	0.951	0.198	8.3510398720833e-91	Monocyte	FCER1G	0.753
3.59557261539639e-87	2.66250565292848	0.646	0.085	8.72897163839781e-83	Monocyte	PHACTR1	0.561
1.75861338441396e-80	3.05368714265357	0.78	0.144	4.26938571334178e-76	Monocyte	BCL2A1	0.636
1.06836463479154e-70	1.62898852263249	0.939	0.24	2.59366882388343e-66	Monocyte	S100A9	0.699
2.82404043713106e-62	3.25195754620338	0.537	0.078	6.85592296922307e-58	Monocyte	CCL3L3	0.459
8.37982192466371e-59	3.25790632255975	0.951	0.409	2.03436936865061e-54	Monocyte	SOD2	0.542
1.11782974522501e-52	2.07301175990037	1	0.983	2.71375527248276e-48	Monocyte	FTH1	0.017
1.11273783936376e-39	2.37093367466627	0.756	0.276	2.7013936526234e-35	Monocyte	ALOX5AP	0.48
2.75913847763356e-39	1.07867666514276	1	0.995	6.69836048215099e-35	Monocyte	B2M	0.005
1.19160080487424e-36	2.41751836197005	0.622	0.186	2.89284927399318e-32	Monocyte	BRI3	0.436
1.54451052829493e-36	1.72612356993125	0.976	0.689	3.74960820954159e-32	Monocyte	SAT1	0.287
2.80194426392237e-35	1.2385266912951	1	0.967	6.80228008952433e-31	Monocyte	FTL	0.033
2.79289054981971e-34	1.10406302085767	1	0.98	6.78030038779731e-30	Monocyte	MALAT1	0.02
6.60646597819167e-33	1.61689259248947	0.927	0.651	1.60385174552559e-28	Monocyte	NEAT1	0.276
2.62467182917889e-31	1.61598009112747	0.915	0.725	6.3719157996976e-27	Monocyte	NFKBIA	0.19
3.27008257651241e-30	2.28115911679951	0.72	0.342	7.93877947099918e-26	Monocyte	ASAH1	0.378
4.34037909193814e-29	2.03256140643183	0.854	0.647	1.05371383214982e-24	Monocyte	CSTB	0.207
7.33267455561684e-29	1.72336737958606	0.866	0.578	1.7801534018671e-24	Monocyte	SRGN	0.288
1.48206949914482e-28	1.0098853980324	1	0.966	3.59802012307389e-24	Monocyte	TMSB4X	0.034
5.21081317192707e-27	1.13266776151339	0.927	0.791	1.26502911374874e-22	Monocyte	S100A11	0.136
1.14524646266974e-26	1.10953906594614	0.707	0.213	2.78031483742334e-22	Monocyte	TYROBP	0.494
2.92014493087829e-25	1.0619247341621	0.939	0.951	7.08923584869322e-21	Monocyte	H3F3B	-0.012
3.07771525871849e-25	1.7892608016532	0.768	0.529	7.47176933359087e-21	Monocyte	NOP10	0.239
3.21861771221553e-24	1.05960536499312	0.915	0.939	7.81383821994563e-20	Monocyte	EIF1	-0.0239999999999999
3.27302810111537e-24	2.45002427953881	0.512	0.159	7.94593032107777e-20	Monocyte	CCL3	0.353
6.61731925707906e-24	2.16907038109432	0.634	0.293	1.60648659604108e-19	Monocyte	CEBPB	0.341
2.80067171808e-22	2.0066592749411	0.598	0.251	6.79919072998281e-18	Monocyte	PLAUR	0.347
8.74371492658432e-22	1.59818269169434	0.805	0.617	2.12271167272687e-17	Monocyte	CD63	0.188
8.2382372800704e-21	2.00479718352046	0.671	0.39	1.99999686448269e-16	Monocyte	NAMPT	0.281
7.11273832591189e-20	1.91322339003314	0.659	0.372	1.72675948338163e-15	Monocyte	IER3	0.287
2.17785928076728e-19	1.8249426394156	0.659	0.398	5.28718897591872e-15	Monocyte	SDCBP	0.261
