logFC	AveExpr	t	P.Value	adj.P.Val	B
DPY19L3	0.219476445075068	3.38217597859082	1.49061764048736	0.138871988347851	0.351462973019836	-5.21725606574067
MRAS	-0.309095969472815	5.1146441200483	-1.49039945324023	0.138929246797028	0.351526118312283	-5.21756672861996
CHRNA1	0.20870520071773	0.940705825622745	1.49038275173819	0.138933630498352	0.351526118312283	-5.21759050702312
DDX50	0.183841613024699	5.84022302226723	1.49018652137898	0.138985143848917	0.351610026576328	-5.21786986660812
OR52K1	0.0100810225581532	0.0046491254251392	1.48992256128519	0.139054460758956	0.351703863022404	-5.21824559264307
MTA2	0.182579754730372	6.67549087967976	1.48990548455276	0.13905894610186	0.351703863022404	-5.2182698978027
MRPL13	-0.187963801278934	5.35520468630912	-1.48974112606267	0.13910212197128	0.351727621896665	-5.21850381409192
CHRNA5	-0.279234956729394	2.34493436208678	-1.48972997025463	0.139105052906056	0.351727621896665	-5.21851969022758
ANAPC7	-0.145257774153782	4.94522246391179	-1.48950506149662	0.13916415284563	0.351830628404159	-5.21883973969415
TXNDC11	0.182003243652337	5.58841008198614	1.4894066362092	0.139190022511936	0.351833880053999	-5.21897978617157
HPS6	0.162091780282121	4.65797631610555	1.48936045080955	0.139202162971106	0.351833880053999	-5.21904549897078
IDH1	0.243561818917343	6.05353290994757	1.48903425475064	0.139287931559269	0.352004227988281	-5.21950955653504
WDR77	-0.173620178943509	5.47720975951875	-1.48884781488336	0.139336971770081	0.35205684629141	-5.21977474838732
ATP6V0E1	0.172542897620382	8.15496053521587	1.48879874376181	0.139349881431678	0.35205684629141	-5.21984454179548
KCNE5	-0.320262825546708	1.10397458787179	-1.48874556249273	0.139363873447124	0.35205684629141	-5.21992017853572
BEND3	-0.24159649861286	3.06579308998205	-1.48846678102391	0.139437238908351	0.35219574673384	-5.22031663137278
FAM133B	-0.150646757617938	3.00069410979078	-1.48810582264138	0.1395322751942	0.352330838798286	-5.22082984144754
DNAJC30	0.145715346176591	4.23839864566391	1.48806383194915	0.139543334151607	0.352330838798286	-5.22088953599138
MSN	0.264862750720146	8.27605567135473	1.48805414021541	0.139545886730348	0.352330838798286	-5.22090331366327
ITGB8	-0.388930659601845	3.73880970826381	-1.4876272211831	0.139658363482157	0.352538267433928	-5.22151013202976
DENND4A	0.204330497161907	3.11103366205002	1.48760264915557	0.139664839418138	0.352538267433928	-5.22154505337267
SLC30A7	0.186404935363604	4.20063953789606	1.48744846437057	0.139705480026732	0.352594402369892	-5.22176416549929
PDE9A	-0.407594676028633	3.48599885151185	-1.48689825100813	0.139850582532142	0.352914133003869	-5.22254589645125
MMADHC	0.182000694217986	6.98045174120679	1.48667075769952	0.139910611496893	0.353019123899391	-5.22286903277399
BMP5	0.390990585816669	1.03817100823109	1.48647348035326	0.139962683600051	0.353104013227198	-5.22314921127598
TLE1	-0.224174642795446	5.21801038491066	-1.48588996669112	0.140116792698486	0.353446269733503	-5.22397772387449
SLC30A9	0.222661051826176	4.92483352295209	1.485697608501	0.140167624515688	0.353447208454141	-5.22425077874396
TMEM63B	0.221048910333863	5.71846142457012	1.48568217124849	0.140171704526295	0.353447208454141	-5.22427269064691
TMEM243	0.181053411703258	3.80648028548551	1.48567914876594	0.140172503368458	0.353447208454141	-5.22427698078527
SQLE	-0.332525209534196	6.22072014906822	-1.48556807131477	0.140201863601797	0.353474724799216	-5.22443463928605
CDK19	-0.284315922755295	4.53715856399024	-1.48531006448511	0.140270079028759	0.353600182116834	-5.22480079928157
MTMR7	-0.220767281823564	1.06772468492754	-1.48465409344386	0.140443630272287	0.353991107556865	-5.22573147003708
STMN4	0.0714213484635721	0.118719850506855	1.4843216757024	0.140531642406619	0.354166355406184	-5.22620294301919
OR2C1	0.0407816989844864	0.127299235338865	1.48422489204496	0.140557275278869	0.354184370281222	-5.22634019365478
TMED1	0.244757401837668	4.54045736662273	1.48407796046989	0.140596196647026	0.35419054206328	-5.22654854352499
PRAP1	0.15223773745002	0.437113010752695	1.48407608131173	0.140596694480106	0.35419054206328	-5.22655120805447
WRAP73	0.148090339537523	3.4236242980759	1.48334753655546	0.140789806607317	0.354598796744141	-5.22758399515862
LCP1	0.389848047370625	6.93374297179016	1.48332507148595	0.140795764606723	0.354598796744141	-5.22761583396596
MRPL48	-0.144104749860251	4.35899340775256	-1.48324782881754	0.14081625176562	0.354603785002109	-5.22772530325005
PCDHB6	0.399594011539365	1.46389310731596	1.4831543878922	0.140841038310625	0.354612538210974	-5.22785772159254
PROM1	-0.59370741648805	5.98252916926636	-1.48309519537972	0.140856741731837	0.354612538210974	-5.22794160118944
ACAA1	0.177763194176176	4.23216205604703	1.48294652939404	0.140896187948657	0.354665246621679	-5.22815225627742
JMJD6	0.170097091406147	4.10603209432764	1.48269408105802	0.140963190920255	0.354787298203468	-5.22850992128612
P2RX5-TAX1BP3	0.0567120550889043	0.510717660644907	1.48230381349156	0.141066821700813	0.354963187517281	-5.22906273144891
KCNH3	0.196730952901224	0.754102195123498	1.48229137559386	0.141070125408073	0.354963187517281	-5.22908034731081
MTMR6	0.214363046401535	4.38411860261922	1.48194087436906	0.141163248998116	0.35515086844182	-5.22957670573816
RNF208	0.326838250904202	3.55403088712249	1.48152013368403	0.141275097524045	0.355323054668448	-5.23017238413999
TMEM192	0.190696873315095	2.92849334202948	1.48149293748095	0.14128232966086	0.355323054668448	-5.23021088253105
PUS1	-0.199710089019972	3.94763410728128	-1.48136298082582	0.141316892301018	0.355323054668448	-5.23039483715532
GIPC3	0.24293699306928	2.2451585442846	1.48135832714468	0.141318130093547	0.355323054668448	-5.23040142418867
RUNDC3A	0.165446145322419	0.544580199042046	1.48133472130912	0.141324408936289	0.355323054668448	-5.23043483666292
FGF14	0.0991870278590612	0.333018830230687	1.48121053973646	0.14135744318431	0.355359481613036	-5.23061059891626
ZNF492	-0.241356922298803	1.16395865882298	-1.48094494962793	0.141428114507124	0.355449421137222	-5.23098645837212
EDA	0.191726425125883	1.22400718686729	1.48093180993734	0.14143161158387	0.355449421137222	-5.23100505180065
PMEL	0.172800482521912	1.18844955170769	1.48086696051233	0.141448871988483	0.355449421137222	-5.23109681519894
SLCO4C1	0.268694082534337	0.994499544265374	1.48066543335203	0.141502521180997	0.355537609277351	-5.23138195604521
TRAM2	0.244845773030467	4.85352714742567	1.48048112066519	0.141551601524763	0.35561429616048	-5.23164270750027
CNBD1	-0.0467552641404354	0.0504169793553653	-1.48007063553951	0.141660956616266	0.355814291022132	-5.23222331835868
VAT1	0.229848303151908	7.36924111310546	1.48004289748467	0.14166834853128	0.355814291022132	-5.23226254688496
PWWP3B	0.27743534973935	0.889128714431058	1.47989677360226	0.141707294047008	0.355865460188036	-5.23246919083569
MYO5A	0.228945248699217	3.56527440704413	1.47933360352394	0.141857470340341	0.356195909997546	-5.23326542555478
CYP2R1	0.180104405891172	3.15331680505744	1.4792523911385	0.141879136848684	0.356203634847697	-5.23338022319895
SNRNP27	0.136977199051406	5.28190990900688	1.47917844808103	0.14189886622631	0.356206494924975	-5.23348474003145
SDHAF2	0.131813282653237	4.48482332105359	1.47848919775137	0.142082873731612	0.356610798252518	-5.23445873834786
ANO10	0.172859878650695	4.67021598410755	1.47843576022433	0.142097147573612	0.356610798252518	-5.23453423415409
SLC50A1	-0.210864594647309	6.70254953148649	-1.47836479037328	0.142116106247311	0.356611669958713	-5.23463449533607
PLCG1	0.222678064266884	4.90668761109016	1.47818466160336	0.142164234147324	0.356685726135507	-5.2348889477567
HDLBP	0.195995807841906	7.63442094089376	1.47809908798654	0.142187102670499	0.356696396212285	-5.23500981981146
COPA	-0.215853074737649	8.06022227277563	-1.47763051646584	0.142312373551054	0.35696392061942	-5.23567155421213
SAXO2	0.188960719394344	0.906605684842725	1.47743722132677	0.142364075313485	0.357046864801269	-5.23594447419898
CDH15	0.117850923768752	0.393854064934722	1.47735004198539	0.142387398455145	0.357058623452302	-5.2360675544577
ELMO1	0.233891226158538	3.09625861939949	1.47723425782559	0.142418378857354	0.35708957828916	-5.23623100836697
CHRAC1	-0.199868516008372	5.60765000809267	-1.47677347644958	0.142541722238538	0.357352079002043	-5.23688137712784
GREM2	0.254597479910822	0.642960772553314	1.47650315455553	0.14261412150773	0.357486810859446	-5.23726283161204
SEC22A	0.129880828780521	3.68807762491376	1.47614534790412	0.142709995470292	0.357680343127045	-5.23776763374437
ZNF664	-0.247531243094149	6.49659041639332	-1.47575697705592	0.142814115816204	0.357894490341914	-5.23831542356857
H3F3A	-0.205264730486257	5.82842512258794	-1.47563793668079	0.142846041793174	0.357927684948215	-5.23848330007033
ZNF407	0.175896252352027	2.33455947324482	1.47525130463821	0.142949772684923	0.358140768098302	-5.23902845756484
IFT57	-0.173073317223989	4.9546807448487	-1.47510237409932	0.142989745416854	0.358185847166306	-5.2392384154472
CSMD2	0.243937856176334	0.92386413813808	1.47504497824925	0.14300515269674	0.358185847166306	-5.23931932498867
HRAS	0.264679560497661	5.56448435196916	1.47471796096227	0.143092961498001	0.358358938081714	-5.23978025564646
NF2	0.176907774312641	4.66510155104188	1.4745342316549	0.143142313826918	0.35843568677961	-5.240039178915
SAP30BP	0.177205991582337	4.80428890890444	1.47416613833111	0.143241228796872	0.358636506595698	-5.24055782668761
NOTCH1	0.277529405021617	5.0033166449451	1.47401124006399	0.14328286933575	0.358673322004028	-5.24077604296044
DUSP2	0.265057163873805	4.5214223550589	1.47397218089141	0.143293370906572	0.358673322004028	-5.2408310649342
ELP1	0.230816016692602	4.59807930466425	1.47372021608176	0.143361129332094	0.358796055268057	-5.24118596969717
HPCAL4	0.12540723089408	0.357906059445211	1.47332194957807	0.143468282038061	0.35901733735553	-5.24174682867607
CD70	0.268172764133996	1.60390006084198	1.4732169194159	0.143496550538435	0.359041186323707	-5.24189471318151
ZRANB3	0.156098246329531	1.71567226400124	1.47276081063977	0.143619360848616	0.359214131327257	-5.24253680568922
CCDC33	0.029667527430843	0.0554044771524838	1.47275527996947	0.143620850519398	0.359214131327257	-5.24254459038344
ARHGEF6	0.282408356795859	4.33300232558551	1.4727513382327	0.143621912222646	0.359214131327257	-5.24255013855733
HLA-DQA2	0.575880510354204	5.20128534267909	1.47258924280146	0.143665577764847	0.35927644682227	-5.24277828289841
GPR35	0.141547989199058	1.18104749475002	1.47251059042984	0.143686768991772	0.359282550000175	-5.24288897500275
VSIG10	0.23940644080722	3.03561552622278	1.47219857901149	0.143770857839631	0.35944590384462	-5.24332803104592
DOCK4	0.243029537540886	2.73438600780237	1.47208877710949	0.143800459171268	0.359473006938118	-5.2434825207576
AGBL2	0.105385827708616	0.553396760351753	1.4717415155084	0.14389410808783	0.359660188503901	-5.24397104001174
LIM2	0.0220067272086883	0.0340493225340634	1.47148681365469	0.143962825772075	0.359727490459349	-5.24432927804993
SPIN3	0.189747918759134	2.48935899145491	1.47146186139208	0.143969559177899	0.359727490459349	-5.24436437019182
SETBP1	0.286910847051326	2.39738934079277	1.47143296835276	0.14397735631401	0.359727490459349	-5.24440500381401
UQCR10	0.172839366971898	7.75555599171788	1.47082880709473	0.144140471710769	0.359992471227075	-5.24525448822484
ETFA	0.20438786817523	5.43251609613512	1.47077245868735	0.144155692338004	0.359992471227075	-5.24533370013806
SLC12A9	0.168384364554295	4.04514975634881	1.47076540583019	0.144157597518097	0.359992471227075	-5.24534361450415
OGDHL	0.318800310851101	0.944596634509213	1.4707105311988	0.144172421406574	0.359992471227075	-5.24542075149528
UBL7	0.151831706569655	6.20625116100168	1.47069228362142	0.144177351087969	0.359992471227075	-5.24544640140965
AP4M1	0.171712157011142	4.30003426549055	1.47035164045276	0.144269401717958	0.360175375415999	-5.24592517421285
RBP5	0.356534473152229	3.39082594952029	1.47013724279715	0.144327360937313	0.360273132219886	-5.2462264547397
PKDREJ	-0.103151351086045	0.44646677269094	-1.46980254596639	0.144417877405805	0.360452123091393	-5.24669670029521
BAHD1	0.16337503404041	4.43726815712262	1.46953347603777	0.144490677494535	0.360586854841468	-5.24707466613903
SPRR2G	0.252315481030467	0.276140554652806	1.46936485550341	0.144536314323351	0.360608355609521	-5.24731149559013
PNPLA7	0.235738564156776	1.46121146741578	1.46930267787389	0.144553145405984	0.360608355609521	-5.24739881818542
SMCO2	0.136008173322352	0.652799913297097	1.46926926669948	0.144562190223756	0.360608355609521	-5.24744573955075
MED30	-0.233624893810285	5.1431444595671	-1.46922352893288	0.144574572715012	0.360608355609521	-5.24750997024455
TAB2	0.209992555612719	5.01106905609448	1.46884066761306	0.144678256278672	0.360793971057174	-5.24804755665148
TEX22	0.123877479893401	0.875650860823136	1.46875783396398	0.144700696247625	0.360793971057174	-5.24816384800595
GTF2A1	0.200674926823198	4.56204450869061	1.46871746148151	0.144711634295234	0.360793971057174	-5.24822052523199
RAB4A	-0.203270626774492	5.71736320162719	-1.46867068640686	0.144724307789021	0.360793971057174	-5.24828618891528
SCGB1D4	0.0303121868409038	0.0264918392395358	1.468574262061	0.144750436246661	0.360812164553436	-5.24842154478903
BOLA3	-0.179645132408244	4.16040193336754	-1.46834663711746	0.144812131139492	0.360918996457311	-5.24874103989694
PRKCQ	0.334249225134163	2.177470605275	1.46795443038909	0.144918481760627	0.361137082717567	-5.24929143088574
DUOX2	0.144025537535344	0.540496299967657	1.4678209204876	0.144954698083589	0.361180360205416	-5.24947875557616
SRBD1	0.179981980500347	3.76962718452618	1.46762286752656	0.145008435505834	0.361267277691755	-5.24975660899887
ZRANB1	0.249753881793098	3.71898209463801	1.46746653686967	0.145050863396446	0.361326000200117	-5.24997590371944
DNAJB4	0.195534370427563	4.1310244844356	1.4672654363113	0.145105455937689	0.361415006008326	-5.25025796694789
RCE1	0.181041809173986	4.62078208855881	1.46713490809921	0.145140898818868	0.361456298709166	-5.25044102566773
MACF1	0.276810521731631	4.46832250306067	1.46699824023182	0.145178016027872	0.36150174985186	-5.25063267814815
TRAPPC2L	0.147053229052776	4.45074085886705	1.46677386624341	0.145238969051337	0.361606534042706	-5.2509472857234
NUBP2	0.206780562423594	4.90873630942056	1.46651167373423	0.145310220949052	0.36164696024792	-5.25131486220913
CDC7	-0.300202271328556	4.29860066802191	-1.46648714208081	0.145316888914878	0.36164696024792	-5.25134925072733
SLX1A	0.0269846193067804	0.0650559436217871	1.46632270407502	0.145361591054974	0.36164696024792	-5.2515797459623
GZMB	0.457663933877075	3.7200596082985	1.46632108155554	0.145362032186785	0.36164696024792	-5.2515820201486
SULT6B1	-0.0160153762733608	0.0289814722761598	-1.46630967052604	0.145365134655379	0.36164696024792	-5.25159801422222
DYNLT1	0.165348554277569	6.60077756555875	1.46629747340112	0.145368450907024	0.36164696024792	-5.25161510998071
DNAJC25	0.140731724251459	3.68288089820783	1.46523097299186	0.145658646624343	0.362321865243286	-5.25310941196719
PLEKHG6	-0.366321445595865	3.79932448868429	-1.46509633132464	0.145695314674562	0.362349488453662	-5.25329798768667
EMC10	0.201349748018133	5.38041055259344	1.46501404541564	0.145717727784889	0.362349488453662	-5.25341322705332
ZNF177	-0.0266531976893199	0.0676162672298404	-1.46498190149787	0.145726483900836	0.362349488453662	-5.2534582421201
SPACA5B	0.0145259895959697	0.00811975337022989	1.46455696953266	0.145842275229042	0.362590351065743	-5.25405323719599
HEATR9	0.0473385590891702	0.155907369706318	1.4644643830627	0.145867513935843	0.362606050145911	-5.25418285592273
DISP1	0.199316997942742	2.50338776218039	1.46416647075696	0.145948746646996	0.362728775329062	-5.25459987220598
ENO1	0.253928871814995	10.1928279465248	1.46408771161124	0.145970228021359	0.362728775329062	-5.25471010526919
NAP1L2	0.299697499700797	1.33487546660318	1.46407507449388	0.145973674994123	0.362728775329062	-5.25472779193089
ZFAND1	-0.234277319408366	4.94943365829827	-1.46388613812993	0.146025217891469	0.362749281126068	-5.25499220606529
ZDHHC8	0.239918042295844	4.35865234757331	1.46378142954208	0.14605378905894	0.362749281126068	-5.25513873032975
CD82	0.316528572652016	6.2364262557022	1.4637806747446	0.146053995031475	0.362749281126068	-5.2551397865212
ASB1	0.200541665114929	3.30403394400351	1.46375789678505	0.146060210889609	0.362749281126068	-5.25517165957472
BIRC7	0.240596851302347	0.676619160716982	1.46368836033436	0.146079187902143	0.362749281126068	-5.25526895853751
CKAP5	-0.250256207534556	6.24860823378474	-1.46362853187152	0.146095517063299	0.362749281126068	-5.25535267003074
SERPINC1	0.0748264717285606	0.311899104351425	1.46341538231943	0.14615370411392	0.362758880743473	-5.25565088039944
ALKBH8	0.218422633280414	2.94036602865607	1.46331242510277	0.146181816529311	0.362758880743473	-5.25579490942571
KATNB1	0.154224194605145	4.06787096758212	1.46329766937768	0.146185845916056	0.362758880743473	-5.25581555072336
TMPRSS11F	0.0243350740616153	0.0429500763894896	1.46328536167122	0.146189206881456	0.362758880743473	-5.25583276741538
SLC4A2	0.243903754826729	5.20058011965155	1.46326764873921	0.146194044000892	0.362758880743473	-5.25585754498782
MAGEB16	0.131010413071322	0.0837507587069092	1.46306406502339	0.146249648381064	0.362847025435113	-5.25614230550198
SAP30	-0.241092666098472	5.33054519193978	-1.46299893617229	0.146267440345536	0.362847025435113	-5.25623339573525
UGT1A6	0.215590886331207	0.234547027220842	1.46289823322047	0.146294953782304	0.362868298954399	-5.25637423279142
PWP1	-0.150915319165034	6.07782580239895	-1.46267787251522	0.146355173368402	0.362890602084673	-5.25668238343626
C1QTNF12	0.217540932765339	1.04170959716593	1.46262816529431	0.146368759881716	0.362890602084673	-5.25675188744782
TSEN15	-0.175622015033977	5.97194517919315	-1.4626068394585	0.146374589188779	0.362890602084673	-5.25678170598354
SGO1	-0.254167556731001	3.21109379813237	-1.46255088153772	0.14638988585326	0.362890602084673	-5.2568599463348
SH3BGR	-0.341044544350277	3.98905087003265	-1.46251885685492	0.146398640682351	0.362890602084673	-5.25690472194392
IFNLR1	0.293425706706585	2.58071662027035	1.46222975730478	0.146477692382504	0.363018334424907	-5.25730888652219
CMTM8	-0.247535529065124	4.65340848856089	-1.46219184250249	0.146488062302249	0.363018334424907	-5.25736188616575
EPX	-0.0974759264221324	0.372548910405028	-1.46196415242374	0.14655034884091	0.363080751663427	-5.25768013758036
TOM1	0.16432125670809	5.09447968678565	1.46196123413225	0.146551147297372	0.363080751663427	-5.25768421628239
TMEM230	0.140946232832562	6.64404999464082	1.46186425343403	0.146577683530623	0.363099546752459	-5.25781975530627
CSE1L	-0.204954180970089	7.26591945987923	-1.46147081902014	0.146685374785332	0.36329067613784	-5.2583695257173
HBG2	0.0272226011499961	0.0845164984116548	1.46144384890581	0.146692759317284	0.36329067613784	-5.25840720752786
MT1E	0.524135643773436	6.09019601433263	1.46121846418158	0.146754481880101	0.363396565947869	-5.25872208196633
RASIP1	0.32586000172543	3.2656916035153	1.46102473794843	0.146807550716899	0.36343798731437	-5.25899269050089
SLC44A1	0.214977198667722	5.11912884719721	1.46101891995833	0.1468091447113	0.36343798731437	-5.25900081688834
SPDYE4	0.0509559284896375	0.0713193635780001	1.46059225998818	0.146926076218952	0.363680473637946	-5.25959667745839
LDB1	0.187130283338019	6.17324145212454	1.46030324169814	0.147005326299951	0.363815038317705	-5.2600002167169
MGRN1	0.159857090952185	4.66373618949287	1.46025552148872	0.14701841457617	0.363815038317705	-5.2600668382572
RANBP17	-0.185837127834704	1.73576962776946	-1.4598467917891	0.147130554331008	0.36400510239116	-5.26063737453751
GOLGA8G	0.0138608996924558	0.00789031137333053	1.45983709982587	0.147133214238272	0.36400510239116	-5.26065090145986
PDCD2L	-0.228931499973249	4.4132191671439	-1.45966023504626	0.147181760371832	0.364078196551081	-5.26089773371875
ROM1	0.181587727001828	2.17679311288028	1.45936094564703	0.147263938084624	0.364234454322896	-5.26131535612628
TMEM255A	0.240148996754128	1.25671759456543	1.4592676768857	0.147289554720549	0.364250794785807	-5.26144548465292
APOBEC3A	0.306032871469238	1.38873884338195	1.45905984831095	0.147346648081765	0.364344963723667	-5.26173541821135
RNF40	0.228469495404618	5.01056130562191	1.45862788901579	0.147465368077389	0.364591473255593	-5.26233790080189
CASD1	0.22094677466175	3.97149251288356	1.45846678206034	0.147509665793375	0.364653942235435	-5.26256256356022
RNF43	0.321415363746876	2.63837706327331	1.45825297503352	0.147568469754422	0.364751532126589	-5.26286067943403
CDK2AP2	0.182047172565681	6.2427954186798	1.45818483215127	0.147587215102419	0.364751532126589	-5.26295568373358
PTP4A3	0.287104728353182	5.59728752600919	1.45782888930376	0.147685160996036	0.364931496131161	-5.26345186722254
PEX5	-0.227848835150777	5.02342692081136	-1.45778179473838	0.147698123923446	0.364931496131161	-5.26351750821119
TPD52L3	-0.0283736888099801	0.0271579514794194	-1.45769359123824	0.147722404585361	0.364944429378559	-5.26364044185707
HACD4	0.227251695010088	2.57121492991084	1.4575743146047	0.147755243976984	0.364978500688797	-5.26380667231374
TESMIN	-0.270576031002338	3.18830117369835	-1.45740995968722	0.147800503640349	0.365043239269493	-5.26403570491145
MTRNR2L1	-0.823898062720445	1.68719076781459	-1.45727488199551	0.147837709048805	0.365068517724587	-5.2642239203874
PARP16	0.164669643910193	3.78859445839374	1.45718315289399	0.14786297878169	0.365068517724587	-5.26435172494578
BEX5	0.390221709604925	2.591817684431	1.45716530276142	0.147867896563881	0.365068517724587	-5.26437659432525
HMHB1	0.10620598508628	0.30702178274713	1.45707882844884	0.147891722372425	0.365080300486734	-5.26449706897529
HERPUD1	0.220269985581557	6.17560781612355	1.45692382462874	0.147934437192614	0.365138702956033	-5.2647130006502
DENND6A	0.198158461231462	4.40052139622103	1.45637440309611	0.148085919709971	0.365465521324414	-5.26547820718067
IRGM	0.0930622303725907	0.180863278083556	1.45622881669699	0.148126079856359	0.36551755519996	-5.26568092604309
TEN1	-0.0684972718263238	0.423389322054762	-1.45611492384814	0.148157503184841	0.365548019382531	-5.2658395002715
GGH	-0.310977673562514	5.69637480621559	-1.45601499501662	0.148185078055458	0.365568981668679	-5.26597862242714
ZBTB6	0.225094696324919	3.58772598666208	1.45585839925653	0.148228297878308	0.365628529305646	-5.2661966185151
SMIM6	0.0928758113842677	0.302172338069852	1.45572287568581	0.148265709735071	0.365673737190591	-5.26638526192566
BSX	0.015083115001601	0.0132778915418854	1.45552094646627	0.148321466711939	0.36572450326983	-5.26666630802749
RBP1	0.455819937275286	5.19935153798906	1.45551008178794	0.148324467142104	0.36572450326983	-5.26668142847851
HEPACAM2	0.269026754143606	0.405917344774229	1.45501231848049	0.14846198170845	0.366016473432272	-5.26737405286196
STK4	0.186731057998238	4.39079971738453	1.45461588113655	0.148571574034434	0.366204159755405	-5.26792552188978
TMEM145	0.271607351816268	0.95033598749676	1.45459866724173	0.148576334112965	0.366204159755405	-5.26794946421553
UBQLN2	0.200504545229927	5.59953560920823	1.45424486755968	0.148674194842857	0.366398231174789	-5.26844149396547
RPP30	0.134734310395456	4.1140826644067	1.45415869644572	0.148698037261132	0.366409862649248	-5.26856131483213
DNM1L	-0.199286168987463	5.4589814576355	-1.45387983440269	0.148775215015509	0.366552898921456	-5.26894902548255
MORC2	-0.168377151874659	5.50613657410236	-1.45342274518835	0.148901785889727	0.366817577710601	-5.26958437629214
MRPS23	-0.182929353301348	4.62553532095909	-1.45327363306624	0.148943093989726	0.366871292470972	-5.26979159953636
SPRED1	0.231848712715	4.32163974652051	1.45320581705315	0.14896188379647	0.366871292470972	-5.2698858376533
TINAG	0.0307821255770738	0.0397511342211081	1.45313348087501	0.148981928028164	0.366873502499376	-5.26998635239566
DUSP8	0.228075988108878	3.25843440962756	1.45296425291226	0.149028828959008	0.366893658470113	-5.27022148432845
TMTC3	0.210902678054631	3.86795935359127	1.45291560397407	0.149042313953558	0.366893658470113	-5.27028907418704
CCNB1	-0.237057371621352	6.45189544654933	-1.45289669029955	0.14904755688802	0.366893658470113	-5.2703153511018
SGIP1	0.213053022663856	1.45409956815859	1.45276588513069	0.149083820428142	0.366935784614467	-5.27049707073249
OSR1	-0.504409052839045	2.8306611713586	-1.45269536817498	0.149103372903186	0.366936774749287	-5.27059502910344
FKBP2	0.271577795707769	6.42326542361361	1.45249127881197	0.149159972630109	0.367028924562157	-5.27087851332432
OR56B4	0.0471734506180359	0.110647021024296	1.45237385046237	0.149192546349131	0.367061938956818	-5.2710416062972
WDR4	-0.186663343890971	4.28250410991589	-1.45224653191186	0.149227869750179	0.367101709113261	-5.27121842116635
TBC1D26	0.064194272671849	0.0786762811600158	1.45201644538158	0.149291721622043	0.367190978830694	-5.27153791824682
TCFL5	-0.181230633281428	4.42113606321635	-1.45191032217327	0.149321179251091	0.367190978830694	-5.27168526403042
SEPTIN10	0.269316556224998	5.22186386051949	1.45184143845425	0.149340302366449	0.367190978830694	-5.2717808994471
MARK1	0.294305169181168	2.56278202998626	1.45183960291978	0.149340811963238	0.367190978830694	-5.27178344777048
OR10AD1	0.0578550183442929	0.204600517223867	1.45158325673786	0.149411994193928	0.367285678569792	-5.27213930984494
SNAPC2	0.184587181458842	4.88173930226691	1.45156284146213	0.149417664237332	0.367285678569792	-5.27216764791593
ANKRD13D	0.178129097354006	4.14490050115123	1.45137236204429	0.149470575121316	0.36735976329826	-5.27243203043967
ADA	0.220195455851145	3.8420386192592	1.45130392949703	0.149489587676053	0.36735976329826	-5.27252700562235
HDGF	-0.217008627819181	9.05582158899481	-1.45124730912243	0.149505319878912	0.36735976329826	-5.27260558383995
OR5AU1	-0.0774390854202911	0.142009367789013	-1.45099093559211	0.149576570336942	0.367453199313017	-5.27296134421329
DNAJC13	0.198231277425606	4.60980780341143	1.45096989944498	0.149582417796649	0.367453199313017	-5.27299053263812
FEV	0.0267910852996674	0.0421465358098114	1.45087333571769	0.149609262076194	0.367453199313017	-5.27312451312492
PSMD2	0.228474801494411	7.5203466065392	1.45083451780069	0.149620054331202	0.367453199313017	-5.27317836989061
SLC6A9	-0.300899517280837	4.46341985030332	-1.45058191155509	0.149690299259999	0.367578601066365	-5.27352880706547
NOA1	-0.193337413387512	5.09807080785642	-1.45003575072357	0.149842263221194	0.367904613734149	-5.27428628784662
ERP27	-0.461383677198121	4.50171766343658	-1.44994591732233	0.149867269912251	0.367907131939093	-5.27441085321193
FGD6	0.217582169967397	3.02182949261379	1.44989411839098	0.149881690512842	0.367907131939093	-5.27448267560313
DBN1	0.25051285056477	6.43617338050135	1.44979771386901	0.149908531974605	0.367925884611939	-5.27461633980671
NCOA3	0.216809253761051	4.6521786203449	1.44961431632852	0.149959604754956	0.367964482132455	-5.27487059562768
ENO4	0.0796790622206852	0.430365560902697	1.44960332564216	0.149962665882383	0.367964482132455	-5.27488583174131
PIBF1	0.180590904032468	3.79064930610732	1.44878644886211	0.150190317742649	0.368475887102037	-5.27601793654202
IER5	0.221010428879815	5.03855101876427	1.44857112474751	0.150250369945879	0.368565433692279	-5.27631625075493
EFHC2	0.240905221523571	1.18874637308189	1.44849390389217	0.150271910755384	0.368565433692279	-5.2764232236374
IL6R	0.311405134323313	3.39147619372275	1.44844869689176	0.150284522385981	0.368565433692279	-5.27648584566522
TSHZ1	0.210512246162286	3.3566706892462	1.44821780372478	0.150348948603476	0.368676248296801	-5.27680565614895
PXDC1	0.277838297082554	5.77219495873595	1.44806936571455	0.150390378592924	0.368730651851442	-5.27701123196627
ACBD7	-0.382327437354157	2.30905517122689	-1.44789016112508	0.150440407482239	0.368746624723484	-5.27725939024281
ADGRG7	0.21565147221651	0.185729920495172	1.44788983549503	0.150440498400708	0.368746624723484	-5.27725984114071
CAMLG	0.164420155607814	5.50274671915445	1.44783923412725	0.150454627216126	0.368746624723484	-5.27732990735353
NMU	-0.51082247954005	3.09885383702924	-1.44760684879782	0.150519526561465	0.36885850472493	-5.27765165417412
PKD2L2	0.0346789249924017	0.141982161112193	1.44746200299293	0.150559989272084	0.36886048134356	-5.27785217387219
